GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM,geometry
11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",617,147,215,82,18,20,18,20,18,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,84,49,5,9,0,12,39,35,40,39,0,12,0,12,0,12,42,40,0,12,33,37,0,12,0,12,9,16,0,12,71,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,27,25,10,16,0,12,21,33,0,12,0,12,192,95,45,35,40,33,26,28,14,25,0,12,5,9,0,12,0,12,29,23,0,12,0,12,17,20,12,20,0,12,0,12,0,12,0,12,0,12,0,12,118,81,0,12,0,12,0,12,0,12,0,12,91,77,0,12,27,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,15,22,0,12,15,22,0,12,0,12,181,96,161,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,40,39,37,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,113,72,22,25,0,12,7,13,0,12,27,29,0,12,0,12,48,51,9,15,0,12,0,12,20,23,20,23,0,12,"list(c(-77.096354, -77.094673, -77.092711, -77.088705, -77.088746, -77.082035, -77.081709, -77.081007, -77.080696, -77.078357, -77.078842, -77.079016, -77.077597, -77.07831, -77.078311, -77.078311, -77.079411, -77.0792973903799, -77.0822, -77.0828392117323, -77.0902, -77.0937, -77.1010155931084, -77.096354, 38.91412, 38.915629, 38.916261, 38.91644, 38.919166, 38.919318, 38.917429, 38.916223, 38.915372, 38.914326, 38.913111, 38.912679, 38.909238, 38.906042, 38.905939, 38.905785, 38.905637, 38.9016231616772, 
38.901911, 38.902094773373, 38.904211, 38.905911, 38.9109831445552, 38.91412))"
11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",1547,333,711,269,167,155,167,155,153,153,14,22,0,17,0,17,0,17,0,17,0,17,0,17,241,120,25,32,21,34,139,91,10,17,24,30,22,35,0,17,206,195,0,17,65,63,0,17,0,17,141,186,0,17,97,73,0,17,0,17,25,41,0,17,34,53,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,11,18,0,17,14,22,0,17,0,17,329,148,53,45,53,45,53,45,0,17,0,17,0,17,0,17,0,17,154,118,0,17,0,17,63,57,12,18,0,17,0,17,12,19,67,105,0,17,0,17,110,99,0,17,0,17,0,17,0,17,0,17,53,46,0,17,0,17,57,86,0,17,12,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,20,0,17,0,17,0,17,72,47,42,47,0,17,26,40,0,17,0,17,16,25,0,17,0,17,0,17,4,9,4,9,0,17,0,17,0,17,26,29,26,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,51,61,51,61,29,48,22,37,0,17,0,17,384,150,370,150,21,48,0,17,21,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,81,71,63,66,0,17,0,17,18,29,0,17,0,17,0,17,0,17,0,17,268,118,68,99,0,17,85,57,30,47,29,46,0,17,0,17,0,17,56,59,0,17,0,17,14,22,14,22,0,17,"list(c(-77.1005269696602, -77.0980898719934, -77.0938660590164, -77.0915, -77.0913993874581, -77.0913552852449, -77.0858122682884, -77.082632, -77.080974, -77.079674, -77.078888, -77.078496, -77.07913, -77.08142, -77.085634, -77.086226, -77.093092, -77.096763, -77.099591, -77.1005269696602, 38.9490529381068, 38.9510661927011, 38.9545554295082, 38.95651, 38.9565873505739, 38.9566212562027, 38.9608827084474, 38.9547, 38.951466, 38.947909, 38.946504, 38.945803, 38.945845, 38.94316, 38.938226, 38.938169, 
38.943164, 38.945844, 38.947909, 38.9490529381068))"
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",450,263,106,93,48,42,48,42,48,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,9,15,0,12,0,12,19,22,12,18,0,12,0,12,0,12,7,15,0,12,30,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,59,0,12,0,12,0,12,0,12,33,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,55,0,12,0,12,0,12,0,12,0,12,33,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,71,73,4,10,0,12,0,12,0,12,0,12,4,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,72,0,12,0,12,0,12,67,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,240,179,240,179,47,35,0,12,0,12,13,22,0,12,10,16,0,12,13,21,11,17,0,12,0,12,0,12,0,12,193,176,8,14,62,96,0,12,109,103,0,12,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.022857, -77.022766, -77.019835, -77.019267, -77.0187064975833, -77.0186545534322, -77.0173231309697, -77.015598, -77.013798, -77.0110567340993, -77.0085892746401, -77.009042, -77.009562, -77.012926, -77.014771, -77.019895, -77.025406, -77.022857, 38.973512, 38.973609, 38.977475, 38.977949, 38.9782825550368, 38.9782429087594, 38.977226703025, 38.97591, 38.97441, 38.9722668284776, 38.9703377238095, 38.969893, 38.963905, 38.966991, 38.969936, 38.969923, 38.969924, 38.973512))"
11001003000,"Census Tract 30, District of Columbia, District of Columbia",518,186,130,117,14,22,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,23,0,12,0,12,0,12,16,18,8,13,0,12,0,12,83,119,0,12,14,21,0,12,0,12,69,116,0,12,9,15,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,32,7,10,7,10,7,10,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,65,58,65,0,12,58,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,303,111,281,109,28,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,45,161,86,34,52,0,12,8,13,119,72,0,12,0,12,0,12,0,12,0,12,92,50,8,12,11,17,11,17,0,12,13,19,0,12,0,12,49,37,0,12,0,12,0,12,22,21,22,21,0,12,"list(c(-77.032663, -77.029709, -77.02826, -77.02751, -77.027046, -77.029707, -77.032407, -77.032612, -77.032663, 38.93034, 38.931323, 38.931821, 38.928705, 38.926749, 38.926742, 38.926573, 38.928805, 38.93034))"
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",483,131,139,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,119,69,0,12,9,14,50,49,54,45,0,12,6,10,0,12,12,17,0,12,0,12,0,12,0,12,12,17,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,43,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,0,12,0,12,20,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,20,0,12,0,12,0,12,0,12,0,12,16,20,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,19,22,19,22,0,12,13,20,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,11,18,11,18,0,12,0,12,0,12,271,104,235,102,89,78,0,12,0,12,7,11,0,12,7,12,0,12,0,12,65,72,0,12,10,16,0,12,0,12,63,49,17,21,0,12,0,12,46,44,0,12,0,12,0,12,0,12,0,12,83,59,13,19,6,12,9,15,0,12,0,12,0,12,10,16,26,42,0,12,0,12,19,22,36,29,36,29,0,12,"list(c(-77.014935, -77.012148, -77.012142, -77.008939, -77.009002, -77.009, -77.014278, -77.014374, -77.014501, -77.014802, -77.014935, 38.920668, 38.921306, 38.926282, 38.926678, 38.918106, 38.916893, 38.915054, 38.915886, 38.916995, 38.919663, 38.920668))"
11001003600,"Census Tract 36, District of Columbia, District of Columbia",840,239,77,76,34,56,34,56,34,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,14,23,0,12,0,12,15,25,0,12,0,12,0,12,0,12,15,25,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,352,180,118,140,105,138,105,138,0,12,0,12,0,12,13,21,0,12,76,87,0,12,0,12,76,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,158,179,0,12,24,36,0,12,8,13,0,12,126,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,92,57,92,0,12,57,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,354,147,305,139,112,92,0,12,0,12,0,12,0,12,30,47,0,12,0,12,67,74,0,12,15,24,0,12,0,12,115,85,104,85,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,78,56,18,30,12,19,14,22,0,12,0,12,18,29,0,12,0,12,0,12,16,27,0,12,49,56,49,56,0,12,"list(c(-77.032407, -77.029707, -77.027046, -77.027038, -77.027036, -77.028866, -77.029677, -77.031941, -77.03193, -77.032132, -77.032143, -77.032407, 38.926573, 38.926742, 38.926749, 38.923767, 38.920763, 38.920657, 38.920499, 38.920064, 38.92166, 38.923635, 38.923763, 38.926573))"
11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",498,149,195,99,54,34,53,33,53,33,0,12,0,12,1,4,0,12,0,12,0,12,0,12,92,73,0,12,0,12,92,73,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,0,12,12,18,0,12,37,27,0,12,0,12,0,12,0,12,0,12,27,21,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,129,60,42,26,3,9,3,9,0,12,0,12,0,12,39,28,0,12,51,38,0,12,0,12,16,23,13,19,15,23,0,12,7,15,0,12,0,12,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,0,12,34,30,0,12,0,12,0,12,0,12,0,12,11,14,15,23,0,12,8,13,0,12,0,12,0,12,14,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,4,8,0,12,0,12,0,12,0,12,0,12,0,12,10,13,0,12,0,12,0,12,0,12,2,4,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,160,86,160,86,51,54,30,46,0,12,12,19,0,12,0,12,0,12,9,20,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,97,60,40,42,0,12,4,6,0,12,10,15,0,12,0,12,13,21,0,12,30,35,0,12,0,12,0,12,0,12,"list(c(-77.046088, -77.043436, -77.041656, -77.041662, -77.039275, -77.04066, -77.04167, -77.042977, -77.043768, -77.045157, -77.046088, 38.914434, 38.915888, 38.91678, 38.914092, 38.914092, 38.912608, 38.911534, 38.910142, 38.910204, 38.912606, 38.914434))"
11001000600,"Census Tract 6, District of Columbia, District of Columbia",676,196,268,106,28,43,0,12,0,12,0,12,0,12,28,43,0,12,0,12,0,12,0,12,123,77,22,34,0,12,20,30,54,51,27,32,0,12,0,12,73,65,0,12,31,37,0,12,0,12,42,58,0,12,44,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,49,0,12,0,12,0,12,0,12,0,12,0,12,174,125,45,43,22,34,0,12,22,34,0,12,12,21,11,17,0,12,129,119,0,12,0,12,93,109,12,20,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,234,135,216,135,42,51,0,12,0,12,35,48,0,12,0,12,0,12,0,12,7,18,0,12,0,12,0,12,0,12,48,56,27,47,0,12,0,12,21,36,0,12,0,12,0,12,0,12,0,12,126,89,0,12,35,58,27,34,31,47,0,12,10,17,0,12,0,12,0,12,0,12,23,40,18,28,18,28,0,12,"list(c(-77.076507, -77.068875, -77.067852, -77.065132, -77.061654, -77.061517, -77.059243, -77.05677, -77.059874, -77.063254, -77.064679, -77.06639, -77.07265, -77.072415, -77.072505, -77.075037, -77.076507, 38.942216, 38.94221, 38.940876, 38.940475, 38.940972, 38.940735, 38.936824, 38.93257, 38.930394, 38.930509, 38.931069, 38.931467, 38.931871, 38.933484, 38.934636, 38.939545, 38.942216))"
11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",552,186,131,54,25,23,8,13,0,12,8,13,0,12,0,12,8,13,0,12,0,12,9,14,36,24,0,12,13,21,0,12,23,20,0,12,0,12,0,12,31,28,9,14,13,20,0,12,0,12,9,14,0,12,39,32,0,12,0,12,0,12,0,12,20,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,15,18,0,12,0,12,0,12,0,12,151,79,9,14,9,14,0,12,0,12,9,14,0,12,0,12,0,12,66,50,0,12,0,12,38,39,0,12,0,12,0,12,0,12,28,28,0,12,0,12,63,52,0,12,0,12,0,12,0,12,0,12,39,56,0,12,0,12,24,36,0,12,13,15,0,12,0,12,0,12,0,12,0,12,4,7,9,14,0,12,0,12,0,12,0,12,0,12,58,50,9,13,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,8,12,8,12,0,12,0,12,0,12,8,13,0,12,8,13,33,42,0,12,0,12,0,12,8,12,0,12,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,212,145,200,144,13,20,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,26,12,18,0,12,0,12,0,12,6,11,0,12,9,15,0,12,0,12,160,146,29,44,0,12,0,12,21,34,0,12,0,12,0,12,110,104,0,12,0,12,0,12,12,20,12,20,0,12,"list(c(-77.073309, -77.070831, -77.066238, -77.062046, -77.059129, -77.056191, -77.056201, -77.056118, -77.058066, -77.059006, -77.065124, -77.066037, -77.068015, -77.069226, -77.069425, -77.06963, -77.072154, -77.073309, 38.961017, 38.961013, 38.961013, 38.965813, 38.96588, 38.963635, 38.961013, 38.958561, 38.956712, 38.957472, 38.958478, 38.958618, 38.957059, 38.954694, 38.954336, 38.954691, 38.959026, 38.961017))"
11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",990,371,50,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,56,0,12,0,12,50,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,59,14,23,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,38,47,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,233,119,198,112,20,31,141,97,0,12,0,12,37,45,26,41,26,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,633,331,633,331,162,149,11,15,0,12,0,12,0,12,21,35,0,12,0,12,107,147,0,12,23,34,0,12,0,12,455,249,64,81,0,12,0,12,333,223,21,33,37,82,0,12,0,12,0,12,16,18,8,13,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.036415, -77.033761, -77.033411, -77.030161, -77.02852, -77.028013, -77.028031, -77.028175, -77.028029, -77.027881, -77.027429, -77.027135, -77.027035, -77.0266, -77.029643, -77.032724, -77.036424, -77.036415, 38.952535, 38.955653, 38.956196, 38.959882, 38.961338, 38.961226, 38.961014, 38.95728, 38.956216, 38.955148, 38.951868, 38.949734, 38.948991, 38.946125, 38.946125, 38.948264, 38.94826, 38.952535))"
11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",1508,515,23,34,23,34,23,34,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,135,104,119,103,119,103,70,62,49,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,301,205,126,124,0,12,76,92,50,87,0,12,0,12,16,25,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,86,0,12,0,12,0,12,0,12,0,12,74,86,85,134,0,12,0,12,0,12,0,12,0,12,0,12,1049,479,1049,479,573,408,0,12,0,12,0,12,0,12,412,393,0,12,0,12,146,119,0,12,0,12,15,29,0,12,476,288,46,68,0,12,0,12,83,90,275,253,0,12,0,12,0,12,72,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.028031, -77.027922, -77.019897, -77.019937, -77.019837, -77.019788, -77.019681, -77.023829, -77.027429, -77.027881, -77.028029, -77.028175, -77.028031, 38.961014, 38.960918, 38.958733, 38.95752, 38.955379, 38.954309, 38.952083, 38.951966, 38.951868, 38.955148, 38.956216, 38.95728, 38.961014))"
11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",413,148,89,67,3,9,3,9,3,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,37,0,12,18,29,0,12,10,15,0,12,11,18,0,12,31,50,0,12,31,50,0,12,0,12,0,12,0,12,16,18,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,208,116,140,106,140,106,118,103,12,23,10,16,0,12,0,12,0,12,8,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,45,6,12,0,12,0,12,10,16,0,12,12,18,0,12,0,12,20,32,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,107,63,107,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,60,50,42,0,12,0,12,11,18,0,12,0,12,0,12,13,22,0,12,33,30,0,12,0,12,0,12,0,12,12,20,0,12,0,12,13,20,0,12,8,12,0,12,0,12,0,12,0,12,"list(c(-77.021914, -77.021919, -77.021914, -77.018925, -77.015908, -77.015441, -77.014814, -77.016281, -77.018928, -77.021919, -77.021914, 38.905643, 38.90724, 38.908571, 38.908571, 38.908574, 38.907235, 38.905417, 38.904923, 38.903916, 38.902939, 38.905643))"
11001002400,"Census Tract 24, District of Columbia, District of Columbia",728,235,109,89,22,25,10,16,10,16,0,12,0,12,0,12,0,12,0,12,12,18,0,12,65,82,0,12,2,4,0,12,63,82,0,12,0,12,0,12,4,7,0,12,4,7,0,12,0,12,0,12,0,12,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,24,0,12,0,12,0,12,0,12,38,32,10,16,10,16,0,12,10,16,0,12,0,12,0,12,0,12,28,28,0,12,0,12,28,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,63,18,21,0,12,10,16,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,11,17,0,12,0,12,0,12,11,17,0,12,0,12,42,56,0,12,0,12,0,12,0,12,0,12,0,12,501,201,501,201,174,101,0,12,0,12,0,12,0,12,17,20,0,12,0,12,64,67,0,12,93,81,0,12,0,12,269,156,0,12,0,12,0,12,220,139,20,23,17,27,0,12,12,18,0,12,58,47,0,12,0,12,0,12,0,12,52,46,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,"list(c(-77.0266, -77.019413, -77.019275, -77.019954, -77.0192, -77.019045, -77.019033, -77.024312, -77.02469, -77.02524, -77.025514, -77.0266, 38.946125, 38.946335, 38.943675, 38.943101, 38.942054, 38.938841, 38.937398, 38.936421, 38.938684, 38.940811, 38.941873, 38.946125))"
